Fecha,Hora,Duracion_(s),Cantidad_de_paquetes_enviados,Cantidad_de_paquetes_recibidos,Cantidad_de_paquetes_perdidos,%_de_perdida
14-02-2022,12-23-55,100.44,100,100,0,0.0
