Fecha,Hora,Duracion_(s),Cantidad_de_paquetes_enviados,Cantidad_de_paquetes_recibidos,Cantidad_de_paquetes_perdidos,%_de_perdida
2022-02-15,13:08:51,4.13,5,5,0,0.0
